Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"FAGR","FAGRON NV","Equity","0.03","11.75","3,712.00","43,628.50","43,628.50","Health Care","B281L72","BE0003874915","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"CSH","CIVITAS SOCIAL HOUSING PLC","Equity","0.03","1.40","31,158.00","43,572.53","43,572.53","Real Estate","BD8HBD3","GB00BD8HBD32","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ZEAL","ZEALAND PHARMA AKTIESELSKABET","Equity","0.03","20.48","2,125.00","43,510.02","43,510.02","Health Care","B0SDJB4","DK0060257814","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"ALM","ALLIED MINDS PLC","Equity","0.03","2.14","20,368.00","43,516.28","43,516.28","Financials","BLRLH12","GB00BLRLH124","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DNORD","D/S NORDEN A/S","Equity","0.03","18.44","2,355.00","43,415.46","43,415.46","Industrials","B1WP656","DK0060083210","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"WJG","WATKIN JONES PLC","Equity","0.03","2.53","17,129.00","43,360.89","43,360.89","Real Estate","BD6RF22","GB00BD6RF223","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"LBK","LIBERBANK SA","Equity","0.03","1.08","39,340.00","42,625.78","42,625.78","Financials","BYWPFX8","ES0168675090","Bolsa De Madrid","Spain","USD","EUR","0.88"
"CIR","COMPAGNIE INDUSTRIALI RIUNITE S.P.","Equity","0.03","1.41","30,103.00","42,574.13","42,574.13","Industrials","4162371","IT0000080447","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"PAAL B","PER AARSLEFF HOLDING B","Equity","0.03","23.77","1,787.00","42,482.04","42,482.04","Industrials","BYMM001","DK0060700516","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"IRV","INTERSERVE PLC","Equity","0.03","3.09","13,696.00","42,384.89","42,384.89","Industrials","0152815","GB0001528156","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"RAL","RALLYE SA","Equity","0.03","20.53","2,056.00","42,209.47","42,209.47","Consumer Staples","4368920","FR0000060618","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"NOBINA","NOBINA","Equity","0.03","4.96","8,507.00","42,184.39","42,184.39","Industrials","BYYTL07","SE0007185418","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"JPJ","JACKPOTJOY PLC","Equity","0.03","8.77","4,805.00","42,121.28","42,121.28","Consumer Discretionary","BZ14BX5","GB00BZ14BX56","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"AAD","AMADEUS FIRE AG","Equity","0.03","83.11","505.00","41,971.50","41,971.50","Industrials","5623662","DE0005093108","Xetra","Germany","USD","EUR","0.88"
"MRN","MERSEN S.A.","Equity","0.03","33.40","1,254.00","41,877.71","41,877.71","Industrials","5481202","FR0000039620","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"CWC","CEWE STIFTUNG","Equity","0.03","85.09","492.00","41,861.83","41,861.83","Industrials","5740806","DE0005403901","Xetra","Germany","USD","EUR","0.88"
"LEON","LEONTEQ AG","Equity","0.03","54.62","766.00","41,841.84","41,841.84","Financials","B7Y4738","CH0190891181","Swiss Exchange","Switzerland","USD","CHF","0.96"
"FRO","FRONTLINE LTD","Equity","0.03","5.80","7,189.00","41,718.99","41,718.99","Energy","BDDJSX3","BMG3682E1921","Oslo Bors Asa","Norway","USD","NOK","8.36"
"PROB","PROBI","Equity","0.03","62.72","665.00","41,711.79","41,711.79","Health Care","B04FH87","SE0001280355","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"GOGL","GOLDEN OCEAN GROUP LTD","Equity","0.03","6.32","6,570.00","41,507.15","41,507.15","Industrials","BDCHQL2","BMG396372051","Oslo Bors Asa","Norway","USD","NOK","8.36"
"BMAX","BYGGMAX GROUP AB","Equity","0.03","7.34","5,624.00","41,266.56","41,266.56","Consumer Discretionary","B5BLGL9","SE0003303627","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"DUST","DUSTIN GROUP AB","Equity","0.03","7.99","5,131.00","40,988.98","40,988.98","Consumer Discretionary","BVFB413","SE0006625471","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"OPERA","OPERA SOFTWARE ASA","Equity","0.03","3.88","10,502.00","40,713.71","40,713.71","Information Technology","7057720","NO0010040611","Oslo Bors Asa","Norway","USD","NOK","8.36"
"IL0A","PERMANENT TSB GROUP HOLDINGS PLC","Equity","0.03","3.14","12,960.00","40,649.20","40,649.20","Financials","BWB8X52","IE00BWB8X525","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"ITP","INTERPARFUMS SA","Equity","0.03","36.50","1,113.00","40,621.83","40,621.83","Consumer Staples","4433839","FR0004024222","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SEM","SEMAPA-SOCIEDADE DE INVESTIMENTO E","Equity","0.03","19.14","2,108.00","40,355.83","40,355.83","Materials","5962934","PTSEM0AM0004","Nyse Euronext - Euronext Lisbon","Portugal","USD","EUR","0.88"
"SEN","SENVION SA","Equity","0.03","16.13","2,490.00","40,171.37","40,171.37","Industrials","BYXTW83","LU1377527517","Xetra","Germany","USD","EUR","0.88"
"MLP","MLP AG","Equity","0.03","6.70","6,000.00","40,170.17","40,170.17","Financials","5720273","DE0006569908","Xetra","Germany","USD","EUR","0.88"
"TUB","TUBACEX S.A.","Equity","0.03","3.77","10,599.00","39,953.12","39,953.12","Materials","4908735","ES0132945017","Bolsa De Madrid","Spain","USD","EUR","0.88"
"SREI","SCHRODER REAL ESTATE INVESTMENT TR","Equity","0.03","0.82","48,591.00","39,952.97","39,952.97","Real Estate","B01HM14","GB00B01HM147","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"HSW","HOSTELWORLD GROUP PLC","Equity","0.03","4.38","9,101.00","39,890.30","39,890.30","Consumer Discretionary","BYYN422","GB00BYYN4225","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SLI","STANDARD LIFE INV PROP TRUST LTD T","Equity","0.03","1.16","34,406.00","39,872.80","39,872.80","Real Estate","3387528","GB0033875286","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CHERb.ST","CHERRY B","Equity","0.03","6.83","5,828.00","39,832.06","39,832.06","Consumer Discretionary","BYXKYS0","SE0010133256","AKT","Sweden","USD","SEK","8.45"
"HYQ","HYPOPORT N AG","Equity","0.03","131.85","301.00","39,686.12","39,686.12","Financials","B28XLF6","DE0005493365","Xetra","Germany","USD","EUR","0.88"
"ADV","ADVA OPTICAL NET","Equity","0.03","10.16","3,888.00","39,511.02","39,511.02","Information Technology","5653487","DE0005103006","Xetra","Germany","USD","EUR","0.88"
"FIA1S","FINNAIR OYJ","Equity","0.03","7.36","5,367.00","39,482.59","39,482.59","Industrials","4336392","FI0009003230","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"SOU","SOUND ENERGY PLC","Equity","0.03","0.69","57,259.00","39,480.52","39,480.52","Energy","B90XFF1","GB00B90XFF12","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"KWS","KEYWORDS STUDIOS PLC","Equity","0.03","9.62","4,071.00","39,166.01","39,166.01","Information Technology","BBQ3850","GB00BBQ38507","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BVB","BORUSSIA DORTMUND","Equity","0.03","6.88","5,660.00","38,920.29","38,920.29","Consumer Discretionary","4627193","DE0005493092","Xetra","Germany","USD","EUR","0.88"
"PIA","PIAGGIO & C.S.P.A.","Equity","0.03","2.48","15,556.00","38,607.45","38,607.45","Consumer Discretionary","B15CPD5","IT0003073266","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"IDEX","IDEX","Equity","0.03","0.94","40,414.00","38,056.62","38,056.62","Information Technology","5374216","NO0003070609","Oslo Bors Asa","Norway","USD","NOK","8.36"
"TIP","TAMBURI INVESTMENT PARTNERS S.P.A.","Equity","0.03","5.75","6,604.00","37,999.91","37,999.91","Financials","B0NN179","IT0003153621","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ADL","ADLER REAL ESTATE AG","Equity","0.03","15.31","2,464.00","37,728.48","37,728.48","Real Estate","7100099","DE0005008007","Xetra","Germany","USD","EUR","0.88"
"GUR","GURIT HOLDING AG","Equity","0.03","1,178.67","32.00","37,717.43","37,717.43","Materials","5703791","CH0008012236","Swiss Exchange","Switzerland","USD","CHF","0.96"
"OCY","OCEAN YIELD ASA","Equity","0.03","7.72","4,877.00","37,638.83","37,638.83","Energy","BBH7MR1","NO0010657448","Oslo Bors Asa","Norway","USD","NOK","8.36"
"ORON","ORIOR AG","Equity","0.03","78.56","478.00","37,552.00","37,552.00","Consumer Staples","B5VW1G2","CH0111677362","Swiss Exchange","Switzerland","USD","CHF","0.96"
"WCMK","WCM BETEILLIGUNGS & GRUNDBESITZ K","Equity","0.03","3.49","10,655.00","37,174.68","37,174.68","Real Estate","BD7VFY5","DE000A1X3X33","Xetra","Germany","USD","EUR","0.88"
"AO.","AO WORLD PLC","Equity","0.03","1.53","23,997.00","36,820.93","36,820.93","Consumer Discretionary","BJTNFH4","GB00BJTNFH41","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"STCK","STOCK SPIRITS GROUP PLC","Equity","0.03","2.18","16,923.00","36,813.41","36,813.41","Consumer Staples","BF5SDZ9","GB00BF5SDZ96","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"STLN","SCHMOLZ + BICKENBACH AG","Equity","0.03","0.91","40,033.00","36,584.50","36,584.50","Materials","4936394","CH0005795668","Swiss Exchange","Switzerland","USD","CHF","0.96"
"NNIT","NNIT A/S","Equity","0.03","30.60","1,194.00","36,533.92","36,533.92","Health Care","BVZHXJ2","DK0060580512","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"DVT","DEVOTEAM SA","Equity","0.03","79.98","456.00","36,468.77","36,468.77","Information Technology","5805103","FR0000073793","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"ITM","ITALMOBILIARE","Equity","0.03","26.65","1,364.00","36,356.95","36,356.95","Industrials","BZ05RT7","IT0005253205","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"SSO","SCATEC SOLAR","Equity","0.03","5.74","6,292.00","36,137.12","36,137.12","Utilities","BQSSWW3","NO0010715139","Oslo Bors Asa","Norway","USD","NOK","8.36"
"OHL","OBRASCON HUARTE LAIN S.A.","Equity","0.03","3.56","10,133.00","36,058.44","36,058.44","Industrials","5379749","ES0142090317","Bolsa De Madrid","Spain","USD","EUR","0.88"
"GOCO","GOCOMPARE.COM GROUP PLC","Equity","0.03","1.32","27,274.00","36,022.05","36,022.05","Information Technology","BZ02Q91","GB00BZ02Q916","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"VCP","VICTORIA PLC","Equity","0.03","6.35","5,661.00","35,954.37","35,954.37","Consumer Discretionary","BZC0LC1","GB00BZC0LC10","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"IDL","ID LOGISTICS","Equity","0.03","153.97","233.00","35,876.00","35,876.00","Industrials","B4RFDT5","FR0010929125","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"PRSM","BLUE PRISM GROUP PLC","Equity","0.03","10.32","3,470.00","35,810.24","35,810.24","Information Technology","BYQ0HV1","GB00BYQ0HV16","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BERG B","BERGMAN & BEVING","Equity","0.03","14.38","2,484.00","35,718.17","35,718.17","Industrials","4093437","SE0000101362","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"TGYM","TECHNOGYM","Equity","0.03","7.66","4,639.00","35,555.60","35,555.60","Consumer Discretionary","BD9Y5C0","IT0005162406","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"MGIC","MGI COUTIER SA","Equity","0.03","41.09","865.00","35,546.32","35,546.32","Consumer Discretionary","4569530","FR0000053027","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"S92","SMA SOLAR TECHNOLOGY AG","Equity","0.03","30.77","1,154.00","35,504.35","35,504.35","Information Technology","B3B20H2","DE000A0DJ6J9","Xetra","Germany","USD","EUR","0.88"
"DCAR B","D CARNEGIE & CO B","Equity","0.03","13.52","2,625.00","35,493.33","35,493.33","Real Estate","BHBFFY1","SE0005594728","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"POS","PORR AG STAMMAKTIEN AG","Equity","0.03","31.78","1,112.00","35,340.95","35,340.95","Industrials","4019950","AT0000609607","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"SRP","SRP GROUPE SA","Equity","0.03","25.65","1,372.00","35,193.13","35,193.13","Consumer Discretionary","BYNZ9V3","FR0013006558","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"B2H","B2HOLDING","Equity","0.03","1.95","18,029.00","35,162.75","35,162.75","Financials","BTC0J36","NO0010633951","Oslo Bors Asa","Norway","USD","NOK","8.36"
"THIN","THIN FILM ELECTRONICS","Equity","0.03","0.47","74,208.00","34,984.09","34,984.09","Information Technology","B0YWFR3","NO0010299068","Oslo Bors Asa","Norway","USD","NOK","8.36"
"GREEN","GREENYARD NV","Equity","0.03","23.95","1,459.00","34,945.31","34,945.31","Consumer Staples","5704879","BE0003765790","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"TOBII","TOBII","Equity","0.03","4.69","7,438.00","34,858.82","34,858.82","Information Technology","BWXTN97","SE0002591420","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"TCM","TELIT COMMUNICATIONS PLC","Equity","0.03","3.68","9,462.00","34,856.57","34,856.57","Information Technology","B06GM72","GB00B06GM726","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"HLCL","HELICAL PLC","Equity","0.03","3.74","9,315.00","34,797.51","34,797.51","Real Estate","B0FYMT9","GB00B0FYMT95","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"STAR B","STARBREEZE B","Equity","0.03","1.71","20,226.00","34,589.09","34,589.09","Information Technology","BMQX2M2","SE0005992831","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"SNI","STOLT-NIELSEN LTD","Equity","0.03","14.00","2,450.00","34,298.53","34,298.53","Industrials","B4PKZG3","BMG850801025","Oslo Bors Asa","Norway","USD","NOK","8.36"
"SANN","SANTHERA PHARMACEUTICALS AG","Equity","0.03","68.44","501.00","34,286.20","34,286.20","Health Care","B1FJ2J1","CH0027148649","Swiss Exchange","Switzerland","USD","CHF","0.96"
"PAF","PAN AFRICAN RESOURCES PLC","Equity","0.03","0.19","182,119.00","34,193.43","34,193.43","Materials","0430049","GB0004300496","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CWD","COUNTRYWIDE PLC","Equity","0.03","2.17","15,681.00","34,010.11","34,010.11","Real Estate","B9NWP99","GB00B9NWP991","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"KOA","KONGSBERG AUTOMOTIVE","Equity","0.03","0.94","36,128.00","33,977.40","33,977.40","Consumer Discretionary","B04VNK9","NO0003033102","Oslo Bors Asa","Norway","USD","NOK","8.36"
"IGD","IGD IMMOBILIARE GRANDE DISTRIBUZIO","Equity","0.03","0.89","38,019.00","33,822.80","33,822.80","Real Estate","B05QNL4","IT0003745889","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ACX","BET-AT-HOME.COM AG","Equity","0.03","127.86","264.00","33,753.89","33,753.89","Consumer Discretionary","B05GS53","DE000A0DNAY5","Xetra","Germany","USD","EUR","0.88"
"ZEHN","ZEHNDER GROUP AG","Equity","0.03","36.09","931.00","33,597.02","33,597.02","Industrials","BWX5Y69","CH0276534614","Swiss Exchange","Switzerland","USD","CHF","0.96"
"MOZN","MOBILEZONE","Equity","0.03","14.43","2,323.00","33,532.06","33,532.06","Consumer Discretionary","BWWYWC9","CH0276837694","Swiss Exchange","Switzerland","USD","CHF","0.96"
"BUFAB","BUFAB AB","Equity","0.03","10.80","3,104.00","33,520.92","33,520.92","Industrials","BJZ2Z08","SE0005677135","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"COLL","COLLECTOR","Equity","0.03","11.35","2,950.00","33,481.27","33,481.27","Financials","BYZZPN5","SE0007048020","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"PFD","PREMIER FOODS PLC","Equity","0.03","0.54","61,518.00","33,455.76","33,455.76","Consumer Staples","B7N0K05","GB00B7N0K053","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"PAC","PAPELES Y CARTONES DE EUROPA S.A.","Equity","0.03","8.31","4,004.00","33,291.70","33,291.70","Materials","5496132","ES0168561019","Bolsa De Madrid","Spain","USD","EUR","0.88"
"GSF","GRIEG SEAFOOD","Equity","0.03","6.97","4,677.00","32,597.70","32,597.70","Consumer Staples","B1Y1P66","NO0010365521","Oslo Bors Asa","Norway","USD","NOK","8.36"
"STO3","STO PREF","Equity","0.03","132.82","245.00","32,540.18","32,540.18","Materials","5740389","DE0007274136","Xetra","Germany","USD","EUR","0.88"
"SDG","SYNERGIE","Equity","0.03","48.12","675.00","32,480.87","32,480.87","Industrials","5999749","FR0000032658","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"NANO","NORDIC NANOVECTOR","Equity","0.03","8.85","3,671.00","32,482.26","32,482.26","Health Care","BP26BK7","NO0010597883","Oslo Bors Asa","Norway","USD","NOK","8.36"
"SOLAR B","SOLAR B","Equity","0.03","57.36","564.00","32,351.90","32,351.90","Industrials","4821672","DK0010274844","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"FPM","FAROE PETROLEUM PLC","Equity","0.03","1.10","29,227.00","32,262.51","32,262.51","Energy","3303290","GB0033032904","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"LNA","LE NOBLE AGE S.A.","Equity","0.03","64.83","496.00","32,155.12","32,155.12","Health Care","B03GCV9","FR0004170017","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"KAHL","KAPPAHL","Equity","0.03","5.54","5,754.00","31,869.63","31,869.63","Consumer Discretionary","B0YWGH0","SE0001630880","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"TOKMAN","TOKMANNI GROUP CORPORATION","Equity","0.03","8.29","3,833.00","31,782.46","31,782.46","Consumer Discretionary","BD3CWG3","FI4000197934","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"TEF","TELFORD HOMES PLC","Equity","0.03","5.09","6,246.00","31,764.18","31,764.18","Consumer Discretionary","3102215","GB0031022154","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GFT","GFT TECHNOLOGIES","Equity","0.03","21.00","1,504.00","31,580.28","31,580.28","Information Technology","5709948","DE0005800601","Xetra","Germany","USD","EUR","0.88"
"FORT","FORTERRA PLC","Equity","0.02","3.28","9,595.00","31,464.00","31,464.00","Materials","BYYW3C2","GB00BYYW3C20","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BINCK","BINCKBANK NV","Equity","0.02","5.16","6,040.00","31,137.93","31,137.93","Financials","5531215","NL0000335578","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"PMO","PREMIER OIL PLC","Equity","0.02","0.65","47,360.00","30,968.67","30,968.67","Energy","B43G057","GB00B43G0577","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ELN","EL EN","Equity","0.02","30.51","1,014.00","30,936.85","30,936.85","Health Care","BYT1H44","IT0005188336","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"FILA","FILA","Equity","0.02","20.60","1,493.00","30,753.31","30,753.31","Industrials","BH89L26","IT0004967292","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"STAF","STAFFLINE GROUP PLC","Equity","0.02","16.44","1,868.00","30,718.50","30,718.50","Industrials","B040L80","GB00B040L800","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SCST","SCANDI STANDARD","Equity","0.02","6.95","4,413.00","30,683.37","30,683.37","Consumer Staples","BNJZRJ4","SE0005999760","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"CTM","CATENA MEDIA PLCINARY SHARES","Equity","0.02","10.21","2,997.00","30,591.95","30,591.95","Information Technology","BYZYH36","MT0001000109","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"VAN","VAN DE VELDE NV","Equity","0.02","53.06","575.00","30,511.85","30,511.85","Consumer Discretionary","5331114","BE0003839561","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"INTO","INTERVEST OFFICES & WAREHOUSES S.A","Equity","0.02","25.15","1,210.00","30,437.34","30,437.34","Real Estate","5633605","BE0003746600","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"SEK","SEK CASH","Cash","0.02","11.83","257,110.00","30,428.43","30,428.43","Cash and/or Derivatives","-","-","-","Sweden","USD","SEK","8.45"
"FRU","FERRATUM","Equity","0.02","26.50","1,144.00","30,316.78","30,316.78","Financials","BV0L292","FI4000106299","Xetra","Germany","USD","EUR","0.88"
"HUR","HURRICANE ENERGY PLC","Equity","0.02","0.41","73,158.00","30,313.16","30,313.16","Energy","B580MF5","GB00B580MF54","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SBS","STRATEC BIOMEDICAL AG","Equity","0.02","66.49","454.00","30,188.31","30,188.31","Health Care","BYTK8S2","DE000STRA555","Xetra","Germany","USD","EUR","0.88"
"CAI","CAIRO COMMUNICATION S.P.A.","Equity","0.02","4.32","6,959.00","30,065.69","30,065.69","Consumer Discretionary","4103518","IT0004329733","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"SIA","SOCO INTERNATIONAL PLC","Equity","0.02","1.56","19,171.00","29,912.40","29,912.40","Energy","B572ZV9","GB00B572ZV91","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"COM","COMDIRECT BANK AG","Equity","0.02","11.25","2,650.00","29,801.43","29,801.43","Financials","5975266","DE0005428007","Xetra","Germany","USD","EUR","0.88"
"FOXT","FOXTONS GROUP PLC","Equity","0.02","1.21","24,570.00","29,746.52","29,746.52","Real Estate","BCKFY51","GB00BCKFY513","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NEWA B","NEW WAVE GROUP B","Equity","0.02","6.81","4,363.00","29,690.28","29,690.28","Consumer Discretionary","B0FLGQ5","SE0000426546","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ITAB B","ITAB SHOP CONCEPT B","Equity","0.02","8.34","3,534.00","29,486.07","29,486.07","Industrials","BZ01XT7","SE0008375117","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"DIA","DIALIGHT PLC","Equity","0.02","12.75","2,309.00","29,449.62","29,449.62","Industrials","3305779","GB0033057794","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"LEHTO","LEHTO GROUP","Equity","0.02","15.08","1,951.00","29,417.32","29,417.32","Industrials","BD3CKX6","FI4000081138","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"SEM","SEMPERIT AG HOLDING","Equity","0.02","29.65","986.00","29,239.14","29,239.14","Industrials","5760280","AT0000785555","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"MTU","MANITOU BF S.A.","Equity","0.02","32.05","912.00","29,229.10","29,229.10","Industrials","5724048","FR0000038606","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"LAT","LATECOERE S.A.","Equity","0.02","4.69","6,236.00","29,232.25","29,232.25","Industrials","7530146","FR0000032278","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"JCQ","JACQUET METAL SERVICE SA","Equity","0.02","26.11","1,113.00","29,063.65","29,063.65","Industrials","5286582","FR0000033904","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"VICP B","VICTORIA PARK B","Equity","0.02","3.25","8,909.00","28,994.99","28,994.99","Real Estate","BMJJGR0","SE0005932795","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"IOM","IOMART GROUP PLC","Equity","0.02","4.11","7,030.00","28,878.62","28,878.62","Information Technology","0428163","GB0004281639","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MBWS","MARIE BRIZARD WINE & SPIRITS","Equity","0.02","17.88","1,608.00","28,757.19","28,757.19","Consumer Staples","5182282","FR0000060873","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"ASY","ASSYSTEM SA","Equity","0.02","34.22","827.00","28,297.05","28,297.05","Industrials","5797921","FR0000074148","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"PON1V","PONSSE OYJ","Equity","0.02","26.86","1,053.00","28,283.53","28,283.53","Industrials","B125V73","FI0009005078","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"CHOO","JIMMY CHOO PLC","Equity","0.02","2.65","10,634.00","28,227.34","28,227.34","Consumer Discretionary","BQPW6Y8","GB00BQPW6Y82","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GWI1","GERRY WEBER AG AG","Equity","0.02","11.67","2,417.00","28,214.92","28,214.92","Consumer Discretionary","4642958","DE0003304101","Xetra","Germany","USD","EUR","0.88"
"SOLG","SOLGOLD PLC","Equity","0.02","0.47","59,272.00","28,013.15","28,013.15","Materials","B0WD0R3","GB00B0WD0R35","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"DAN","DANIELI & C. OFFICINE MECCANICHE S","Equity","0.02","24.65","1,130.00","27,851.43","27,851.43","Industrials","4253350","IT0000076502","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"KTCG","KAPSCH TRAFFICCOM AG","Equity","0.02","54.35","512.00","27,825.77","27,825.77","Information Technology","B1Z4QP0","AT000KAPSCH9","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"AST","ASTALDI S.P.A.","Equity","0.02","6.15","4,522.00","27,799.29","27,799.29","Industrials","7376544","IT0003261069","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"BRNL","BRUNEL INTERNATIONAL NV","Equity","0.02","14.47","1,917.00","27,745.85","27,745.85","Industrials","BN573R4","NL0010776944","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"STCBV","STOCKMANN","Equity","0.02","8.33","3,295.00","27,434.22","27,434.22","Consumer Discretionary","5462393","FI0009000251","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"NWRN","NEWRON PHARMACEUTICALS","Equity","0.02","21.29","1,287.00","27,398.62","27,398.62","Health Care","B1JMFJ7","IT0004147952","Swiss Exchange","Switzerland","USD","CHF","0.96"
"ATS","AT & S AUSTRIA TECHNOLOGIE & SYSTE","Equity","0.02","11.45","2,380.00","27,240.10","27,240.10","Information Technology","B2RK5K1","AT0000969985","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"ASC","ASCOPIAVE S.P.A.","Equity","0.02","3.96","6,828.00","27,023.23","27,023.23","Utilities","B1JMNT3","IT0004093263","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"CIU","CAPE PLC","Equity","0.02","2.35","11,507.00","27,005.96","27,005.96","Industrials","B5SJJD9","JE00B5SJJD95","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GBB","BOURBON CORPORATION SA","Equity","0.02","9.17","2,926.00","26,831.48","26,831.48","Energy","5552993","FR0004548873","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"RLIA","REALIA BUSINESS S.A.","Equity","0.02","1.23","21,619.00","26,630.15","26,630.15","Real Estate","B1YJJX5","ES0173908015","Bolsa De Madrid","Spain","USD","EUR","0.88"
